ID;Income_110805;sex;UBICACION;Edad;Area;Fecha Ingreso
4423;1;M;LIMA;31;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/10/17
4424;1;M;LIMA;41;ENGINEERING;1/10/16
4425;1;M;LIMA;33;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/10/16
4426;1;H;LIMA;24;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/10/16
4427;1;H;LIMA;28;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/10/16
4428;1;M;LIMA;34;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/10/16
4452;0;H;LIMA;32;ENGINEERING;3/10/16
4454;1;M;LIMA;30;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/07/18
4455;0;M;LIMA;27;ENGINEERING;1/07/18
4456;1;M;LIMA;26;ENGINEERING;1/07/18
4458;1;M;LIMA;33;CORPORATE & INVESTMENT BANKING;1/07/18
4459;0;M;LIMA;36;OTROS;1/10/16
4460;1;H;LIMA;31;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/10/16
4461;1;H;PROVINCIA;34;ENGINEERING;1/06/18
4464;0;M;LIMA;28;RIESGOS;1/07/18
4465;1;M;LIMA;27;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/07/18
4466;0;M;PROVINCIA;26;BUSINESS DEVELOPMENT & DIGITAL BANKIN;11/10/16
4476;1;H;LIMA;30;BANCA EMPRESAS E INSTITUCIONES;10/04/17
4516;1;M;LIMA;35;ENGINEERING;1/05/18
4517;1;M;PROVINCIA;30;ENGINEERING;1/03/18
4519;1;M;PROVINCIA;34;ENGINEERING;31/07/18
4520;0;M;LIMA;24;RIESGOS;1/08/18
4521;1;H;LIMA;25;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/08/18
4536;0;H;LIMA;30;BUSINESS DEVELOPMENT & DIGITAL BANKIN;15/11/16
4573;1;M;LIMA;41;ENGINEERING;1/01/17
4579;1;H;LIMA;29;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/01/17
4581;0;H;LIMA;24;TALENTO & CULTURA;1/01/17
4610;1;H;LIMA;26;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/02/17
4635;0;H;LIMA;26;TALENTO & CULTURA;7/02/17
4638;0;H;LIMA;36;BUSINESS DEVELOPMENT & DIGITAL BANKIN;15/02/17
4639;1;M;LIMA;32;BANCA EMPRESAS E INSTITUCIONES;15/02/17
4642;1;M;PROVINCIA;31;BUSINESS DEVELOPMENT & DIGITAL BANKIN;14/02/17
4670;1;M;PROVINCIA;33;ENGINEERING;7/03/17
4671;0;H;LIMA;31;OTROS;7/03/17
4674;0;M;PROVINCIA;34;TALENTO & CULTURA;7/03/17
4721;0;M;LIMA;31;OTROS;21/03/17
4777;0;H;LIMA;28;TALENTO & CULTURA;9/05/17
4783;1;M;LIMA;39;CORPORATE & INVESTMENT BANKING;9/05/17
4785;1;H;LIMA;33;BANCA EMPRESAS E INSTITUCIONES;9/05/17
4787;1;H;LIMA;33;ENGINEERING;22/05/17
4790;0;M;LIMA;32;TALENTO & CULTURA;18/05/18
4808;0;M;LIMA;31;TALENTO & CULTURA;1/06/17
4809;0;H;LIMA;41;TALENTO & CULTURA;1/06/17
4810;0;H;PROVINCIA;28;TALENTO & CULTURA;1/06/17
4813;0;M;LIMA;34;CORPORATE & INVESTMENT BANKING;6/06/17
4820;0;H;PROVINCIA;32;OTROS;6/06/17
4879;0;M;LIMA;30;BUSINESS DEVELOPMENT & DIGITAL BANKIN;17/07/17
4880;0;M;LIMA;34;RIESGOS;18/07/17
4881;0;H;LIMA;32;OTROS;18/07/17
4883;1;M;LIMA;30;BUSINESS DEVELOPMENT & DIGITAL BANKIN;18/07/17
4884;1;H;LIMA;34;BUSINESS DEVELOPMENT & DIGITAL BANKIN;18/07/17
4885;1;H;LIMA;26;BUSINESS DEVELOPMENT & DIGITAL BANKIN;18/07/17
4886;0;M;LIMA;38;OTROS;1/07/18
4887;0;H;LIMA;28;OTROS;18/07/17
4888;0;M;LIMA;35;OTROS;18/07/17
4892;1;H;LIMA;43;ENGINEERING;18/07/17
4893;0;M;LIMA;39;RIESGOS;18/07/17
4915;0;H;LIMA;39;TALENTO & CULTURA;1/08/17
4917;0;H;LIMA;28;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/08/17
4918;1;M;LIMA;27;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/08/17
4925;0;H;PROVINCIA;34;BUSINESS DEVELOPMENT & DIGITAL BANKIN;1/08/17
4926;0;M;LIMA;30;OTROS;1/08/17
5004;1;H;LIMA;26;BUSINESS DEVELOPMENT & DIGITAL BANKIN;5/09/17
5005;0;H;LIMA;29;OTROS;5/09/17
5006;0;H;LIMA;31;ENGINEERING;5/09/17
5007;0;M;LIMA;41;OTROS;5/09/17
5011;1;H;LIMA;32;ENGINEERING;15/09/17
5012;0;H;LIMA;33;TALENTO & CULTURA;15/09/17
5014;0;H;LIMA;30;TALENTO & CULTURA;15/09/17
5049;1;M;LIMA;33;BUSINESS DEVELOPMENT & DIGITAL BANKIN;18/09/17
5050;1;M;LIMA;35;BANCA EMPRESAS E INSTITUCIONES;19/09/17
5070;1;H;LIMA;33;ENGINEERING;3/10/17
5134;1;H;LIMA;33;ENGINEERING;16/10/17
5188;0;M;LIMA;27;OTROS;2/11/17
5189;1;M;PROVINCIA;27;ENGINEERING;2/11/17
5191;1;H;PROVINCIA;24;ENGINEERING;2/11/17
5192;0;H;LIMA;27;ENGINEERING;2/11/17
5193;1;H;LIMA;28;ENGINEERING;2/11/17
5194;0;M;PROVINCIA;26;ENGINEERING;2/11/17
5195;1;H;LIMA;28;ENGINEERING;2/11/17
5196;0;H;LIMA;24;BUSINESS DEVELOPMENT & DIGITAL BANKIN;2/11/17
5197;0;M;PROVINCIA;28;TALENTO & CULTURA;2/11/17
5199;0;H;LIMA;36;RIESGOS;2/11/17
5200;0;M;PROVINCIA;34;ENGINEERING;2/11/17
5201;0;M;PROVINCIA;29;CORPORATE & INVESTMENT BANKING;2/11/17
5202;0;M;LIMA;40;OTROS;2/11/17
5203;1;H;LIMA;30;ENGINEERING;2/11/17
5247;1;M;LIMA;27;ENGINEERING;20/11/17
5264;1;M;LIMA;30;ENGINEERING;1/12/17
5265;0;H;LIMA;33;RIESGOS;1/12/17
5298;0;H;LIMA;33;ENGINEERING;1/01/18
5299;1;M;LIMA;30;BANCA EMPRESAS E INSTITUCIONES;1/01/18
5303;1;M;LIMA;38;CORPORATE & INVESTMENT BANKING;1/01/18
5368;0;M;LIMA;44;OTROS;1/02/18
5370;0;M;PROVINCIA;35;OTROS;29/01/18
5379;1;H;LIMA;33;BUSINESS DEVELOPMENT & DIGITAL BANKIN;29/01/18
5383;0;M;LIMA;42;OTROS;29/01/18
5416;0;H;LIMA;30;TALENTO & CULTURA;6/02/18
5417;0;M;LIMA;35;TALENTO & CULTURA;6/02/18
5420;0;M;LIMA;33;TALENTO & CULTURA;6/02/18
5421;0;H;LIMA;27;TALENTO & CULTURA;12/02/18
5422;0;M;LIMA;26;TALENTO & CULTURA;12/02/18
5423;0;M;LIMA;31;TALENTO & CULTURA;12/02/18
5425;0;H;LIMA;32;TALENTO & CULTURA;12/02/18
5433;0;H;LIMA;45;TALENTO & CULTURA;12/02/18
5435;1;H;PROVINCIA;32;ENGINEERING;12/02/18
5436;1;M;LIMA;31;ENGINEERING;12/02/18
5438;1;H;LIMA;28;ENGINEERING;12/02/18
5439;1;H;LIMA;29;ENGINEERING;12/02/18
5452;0;H;LIMA;34;OTROS;15/02/18
5453;0;H;LIMA;38;ENGINEERING;15/02/18
5454;0;H;LIMA;35;OTROS;15/02/18
5456;0;M;LIMA;32;OTROS;15/02/18
5457;0;H;LIMA;28;OTROS;15/02/18
5524;0;H;LIMA;32;TALENTO & CULTURA;13/03/18
5648;0;H;LIMA;25;TALENTO & CULTURA;10/04/18
5667;1;H;LIMA;27;BANCA EMPRESAS E INSTITUCIONES;17/04/18
5680;1;H;LIMA;28;ENGINEERING;17/04/18
5688;1;H;LIMA;29;BUSINESS DEVELOPMENT & DIGITAL BANKIN;17/04/18
5689;1;M;LIMA;29;BUSINESS DEVELOPMENT & DIGITAL BANKIN;17/04/18
5690;1;H;LIMA;31;ENGINEERING;17/04/18
5691;1;M;LIMA;33;CORPORATE & INVESTMENT BANKING;17/04/18
5692;1;M;LIMA;32;ENGINEERING;17/04/18
5693;0;H;LIMA;39;CORPORATE & INVESTMENT BANKING;17/04/18
5694;0;M;LIMA;36;CORPORATE & INVESTMENT BANKING;17/04/18
5699;1;H;LIMA;29;BUSINESS DEVELOPMENT & DIGITAL BANKIN;17/04/18
5798;0;H;LIMA;28;TALENTO & CULTURA;1/06/18
5812;0;M;LIMA;30;TALENTO & CULTURA;1/06/18
5813;0;M;LIMA;35;TALENTO & CULTURA;1/06/18
5814;0;M;PROVINCIA;32;TALENTO & CULTURA;1/06/18
5900;1;M;LIMA;30;BANCA EMPRESAS E INSTITUCIONES;12/06/18
5905;0;H;LIMA;29;TALENTO & CULTURA;12/06/18
5914;0;H;LIMA;33;TALENTO & CULTURA;12/06/18
5915;0;H;LIMA;27;TALENTO & CULTURA;12/06/18
5916;0;M;LIMA;29;TALENTO & CULTURA;12/06/18
5917;0;H;LIMA;35;TALENTO & CULTURA;12/06/18
5924;1;M;LIMA;26;ENGINEERING;12/06/18
5948;0;M;LIMA;28;BUSINESS DEVELOPMENT & DIGITAL BANKIN;12/06/18
5949;1;H;LIMA;30;CORPORATE & INVESTMENT BANKING;12/06/18
5950;0;M;LIMA;23;TALENTO & CULTURA;12/06/18
5952;0;H;LIMA;32;TALENTO & CULTURA;18/06/18
5993;1;M;LIMA;35;BANCA EMPRESAS E INSTITUCIONES;22/06/18
5994;0;M;LIMA;36;TALENTO & CULTURA;22/06/18
5995;0;M;LIMA;33;TALENTO & CULTURA;22/06/18
5996;0;M;LIMA;30;TALENTO & CULTURA;22/06/18
6010;0;H;LIMA;53;TALENTO & CULTURA;1/07/18
6011;0;M;LIMA;55;TALENTO & CULTURA;1/07/18
6015;0;M;PROVINCIA;46;TALENTO & CULTURA;2/07/18
6023;0;M;LIMA;41;TALENTO & CULTURA;1/07/18
6027;0;H;PROVINCIA;49;TALENTO & CULTURA;1/07/18
6054;1;M;LIMA;48;BANCA EMPRESAS E INSTITUCIONES;11/07/18
6055;0;M;LIMA;49;TALENTO & CULTURA;11/07/18
6059;1;H;LIMA;35;BUSINESS DEVELOPMENT & DIGITAL BANKIN;16/07/18
6061;0;M;PROVINCIA;41;RIESGOS;16/07/18
6089;0;M;LIMA;31;TALENTO & CULTURA;20/07/18
6092;0;M;LIMA;41;TALENTO & CULTURA;20/07/18
6094;0;M;LIMA;34;TALENTO & CULTURA;20/07/18
6107;0;M;LIMA;35;TALENTO & CULTURA;20/07/18
6116;0;M;LIMA;43;TALENTO & CULTURA;23/07/18
6133;0;H;LIMA;47;TALENTO & CULTURA;26/07/18
6138;0;H;LIMA;37;TALENTO & CULTURA;26/07/18
6140;0;H;LIMA;48;TALENTO & CULTURA;26/07/18
6141;1;H;LIMA;48;ENGINEERING;26/07/18
6142;0;M;LIMA;34;TALENTO & CULTURA;26/07/18
6148;1;H;LIMA;31;BUSINESS DEVELOPMENT & DIGITAL BANKIN;26/07/18
6149;0;M;LIMA;32;TALENTO & CULTURA;26/07/18
6158;1;M;LIMA;32;BANCA EMPRESAS E INSTITUCIONES;1/08/18
6160;0;M;PROVINCIA;29;OTROS;1/08/18
6178;1;H;LIMA;33;ENGINEERING;1/08/18
6190;0;M;LIMA;32;TALENTO & CULTURA;1/08/18
6196;0;H;LIMA;50;OTROS;3/08/18
6206;0;H;LIMA;46;OTROS;3/08/18
6214;0;H;LIMA;31;OTROS;3/08/18
6219;0;M;LIMA;35;OTROS;3/08/18
6225;0;M;LIMA;43;OTROS;3/08/18
6229;1;M;LIMA;49;ENGINEERING;3/08/18
6234;0;M;LIMA;37;RIESGOS;3/08/18
6235;0;H;LIMA;36;RIESGOS;3/08/18
6238;0;M;LIMA;37;ENGINEERING;10/08/18
